Question,Question Text,Answer,Answer Text,Count
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,5,More and criticisms of Southern policy toward Negroes,42
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,22,No answer to Q.58,74
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,9,"More, qualified by which part of Negro group should get them, or setting limit to amount",55
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,0,No code or no data,7
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,13,"About the same and comment implying they now have same rights as whites (in some states they have equal rights already, one man is as good as another)",78
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,4,"More and an historical answer (they're bettering themselves now, they're taking over jobs white men have left)",8
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,19,About the same and they're doing no more than anyone else,66
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,21,About the same and some other comment,122
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,6,"More and statements of kinds of rights Negroes are entitled to (they should get better housing, should be able to sit anywhere)",38
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,10,More and some other comment,46
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,16,"About the same because changes come gradually, not overnight",2
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,17,"About the same and war has nothing to do with it attitude (they're not fighting about that, this war has nothing to do with the rights of whites and colored)",8
S32W.Q58A,(Do you think that after the war Negroes in this country should have more rights and privileges or less rights and privileges than they had before the war?) Write any comments here:,18,"About the same and an historical answer (South won't permit improvement, see no evidence of a change coming)",5
S32W.Q59,Does your camp have separate PX's for Negro and white soldiers?,2,No,1028
S32W.Q59,Does your camp have separate PX's for Negro and white soldiers?,1,Yes,2740
S32W.Q59,Does your camp have separate PX's for Negro and white soldiers?,3,Don't know,931
S32W.Q59,Does your camp have separate PX's for Negro and white soldiers?,4,No answer,90
S32W.Q59,Does your camp have separate PX's for Negro and white soldiers?,0,No code or no data,4
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,2,A fairly good chance,1639
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,1,A very good chance,1189
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,0,No answer,41
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,3,Undecided,542
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,4,Not much of a chance,944
S32W.Q6,What kind of a chance is the Army giving you to show what you can do?,5,No chance at all,438
S32W.Q60,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,2,It is a poor idea,538
S32W.Q60,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,1,It is a good idea,3813
S32W.Q60,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,3,Undecided,375
S32W.Q60,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,4,No answer,65
S32W.Q60,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?,0,No code or no data,2
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,2,"It's a good idea because intermingling would lead to violence, fights, trouble (they couldn't get along, they don't mix well)",520
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,1,"It's a good idea out of deference to Southern customs or deference to the existence of prejudice (it's O.K. for South, but not for North, not where this camp is located)",285
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,11,It's a good idea and no comment,2334
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,12,"Undecided with or without comment; it's a poor idea, with or without comment; no answer to Q.60.",917
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,3,"It's a good idea because Negroes themselves like it better that way (Negroes feel uncomfortable with whites, Negroes feel more at home with own race)",47
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,10,It's a good idea and some other comment,77
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,6,"It's a good idea because separation is right in principle (races should be kept separate, the Negro is O.K. on his side of the fence)",311
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,8,"It's a good idea and criticisms of Negroes (they smell bad, they carry diseases)",69
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,9,It's a good idea because both whites and Negroes prefer it that way,55
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,7,"It's a good idea because I personally dislike or object to Negroes (I just don't like Negroes, I don't want to live with Negroes)",69
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,4,"It's a good idea because whites dislike or are unwilling to associate with Negroes (don't want white women associating with Negroes, we feel better without them around)",85
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,0,No code or no data,8
S32W.Q60A,(Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps?) Write any comments here:,5,"It's a good idea because Negroes are inferior to whites (they are not as good as whites, they should not be classed with whites)",16
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,2,No,483
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,1,Yes,2762
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,3,Don't know,1432
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,5,No answer,97
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,0,No code or no data,2
S32W.Q61,Does your camp have separate service clubs for white and Negro soldiers?,4,No Service Club (volunteered),17
S32W.Q62,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,2,It is a poor idea,322
S32W.Q62,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,1,It is a good idea,4001
S32W.Q62,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,3,Undecided,388
S32W.Q62,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,4,No answer,77
S32W.Q62,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,0,No code or no data,5
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,2,"It's a good idea because intermingling would lead to violence, fights, trouble (they couldn't get along, they don't mix well)",333
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,1,"It's a good idea out of deference to Southern customs or deference to the existence of prejudice (it's O.K. for South, but not for North, not where this is located)",178
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,11,It's a good idea and no comment,2810
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,12,"Undecided with or without comment; it's a poor idea, with or without comment; no answer to Q.62a",728
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,3,"It's a good idea because Negroes themselves like it better that way (Negroes feel uncomfortable with whites, Negroes feel more at home with own race)",67
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,10,It's a good idea and some other comment,53
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,6,"It's a good idea because separation is right in principle (they are different, races should be kept separate)",260
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,8,"It's a good idea and criticisms of Negroes (they smell bad, they carry diseases)",39
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,9,It's a good idea because both whites and Negroes prefer it that way,100
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,4,"It's a good idea because whites dislike or are unwilling to associate with Negroes (don't want white women associating with Negroes, we feel better without them around)",146
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,7,"It's a good idea because I personally dislike or object to Negroes (I just don't like Negroes, I don't want to live with Negroes)",54
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,0,No code or no data,10
S32W.Q62A,(Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?) Write any comments here:,5,"It's a good idea because Negroes are inferior to whites (they are not as good as whites, they should not be classed with whites)",15
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,2,They should be together in the same outfits,148
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,1,They should be in separate outfits,4171
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,4,Undecided,165
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,3,It doesn't make any difference,213
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,5,No answer,63
S32W.Q63,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,0,No code or no data,33
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,2,"Separate outfits because intermingling would lead to violence, fights, trouble",350
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,1,"Separate outfits out of deference to Southern customs (it's O.K. for South, but not for North, not where this camp is located)",168
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,10,Separate outfits and no comment,2838
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,12,Should be together in same outfits,589
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,8,"Separate outfits and criticisms of Negroes (they smell bad, they carry diseases)",60
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,3,"Separate outfits because Negroes themselves (or both Negroes and whites) like it better that way (Negroes feel uncomfortable with whites, Negroes feel more at home with own race)",95
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,4,"Separate outfits because whites dislike or are unwilling to associate with Negroes (we feel better without them around, will keep whites from being embarrassed)",69
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,6,"Separate outfits because separation is right in principle (races should be kept separate, the Negro is O.K. on his side of the fence)",189
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,9,Separate outfits and some other comment,107
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,13,No answer to Q.63 or undecided,170
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,7,"Separate outfits because I personally dislike or object to Negroes (I just don't like Negroes, I don't want to live with Negroes)",79
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,11,It doesn't make any difference with or without comment,57
S32W.Q63A,(Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?) Write any comments here:,5,"Separate outfits because Negroes are inferior to whites (they are not as good as whites, they should not be classed with whites)",22
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,2,It is fairly good,1777
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,1,It is very good,698
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,3,It is poor,910
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,0,No answer,165
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,4,It is very poor,934
S32W.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,5,Don't know,309
S32W.Q7A.1,Write any comments you have about bus service here:,2,Not chosen,3698
S32W.Q7A.1,Write any comments you have about bus service here:,1,"Criticisms of operation (too crowded, too infrequent, too small, wait too long, schedules irregular, prices too high, etc.)",1095
S32W.Q7A.2,Write any comments you have about bus service here:,2,Not chosen,4778
S32W.Q7A.2,Write any comments you have about bus service here:,1,Civilians treated better than soldiers,15
S32W.Q7A.3,Write any comments you have about bus service here:,2,Not chosen,4793
S32W.Q7A.4,Write any comments you have about bus service here:,2,Not chosen,4788
S32W.Q7A.4,Write any comments you have about bus service here:,1,"Whites treated better than Negroes, ""segregation"", any racial comment",5
S32W.Q7A.5,Write any comments you have about bus service here:,2,Not chosen,4582
S32W.Q7A.5,Write any comments you have about bus service here:,1,Merely a repetitious restatement of check-list answers (service is awful),211
S32W.Q7A.6,Write any comments you have about bus service here:,2,Not chosen,4479
S32W.Q7A.6,Write any comments you have about bus service here:,1,Other,314
S32W.Q7A.7,Write any comments you have about bus service here:,2,Not chosen,1639
S32W.Q7A.7,Write any comments you have about bus service here:,1,No comment,3154
S32W.Q8,Do you think you might want to stay in the Army after the war?,2,"Yes, I might want to, but I'm not sure",1076
S32W.Q8,Do you think you might want to stay in the Army after the war?,1,"Yes, I would want to very much",335
S32W.Q8,Do you think you might want to stay in the Army after the war?,0,No answer,16
S32W.Q8,Do you think you might want to stay in the Army after the war?,3,"No, I don't think I would want to",1293
S32W.Q8,Do you think you might want to stay in the Army after the war?,4,"No, I would not want to at all",1432
S32W.Q8,Do you think you might want to stay in the Army after the war?,5,Undecided,641
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,2,"Yes, I might want to, but I'm not sure",1134
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,1,"Yes, I would want to very much",1753
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,0,No answer,28
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,3,"No, I don't think I would want to",690
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,4,"No, I would not want to at all",780
S32W.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,5,Undecided,408
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",2,Score of 2,229
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",1,Score of 1,117
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",4,Score of 4,277
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",5,Score of 5,420
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",9,No code or no data,2462
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",0,Score of 0,401
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",6,Score of 6,438
S32W.V65,"Personal adjustment score E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",3,Score of 3,449
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",2,Score of 2,1054
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",1,Score of 1,1095
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",3,Score of 3,929
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",4,Score of 4,707
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",0,Score of 0,684
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",5,Score of 5,320
S32W.V66,"Score: gripe items: E. Derived from Q.6, Q.15, Q.22, Q.25, Q.49.",9,No code or no data,4
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",2,"Accepts separation: two items, or one item and one undecided",711
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",1,Accepts separation: all three items,1891
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",3,Inconsistent: tendency to accept separation,536
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",6,Inconsistent: tendency to reject separation,362
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",4,Rejects separation: all three items,324
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",5,Rejects separation: two items,519
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",7,Dominant tendency to be noncommittal or indifferent,445
S32W.V67,"Types of segregation: E. Derived from Q.60, Q.62, Q.63.",8,Miscellaneous inconsistent patterns,5
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",2,"Combat outfit overseas, actual fighting job, other",634
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",1,"Combat outfit overseas, actual fighting job, soldier",1082
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",12,"Outfit in U.S., other job, other",1262
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",8,"Non-combat outfit overseas, other job, other",359
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",7,"Non-combat outfit overseas, other job, soldier",208
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",10,"Outfit in U.S., actual fighting job, other",317
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",13,No answer,99
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",11,"Outfit in U.S., other job, soldier",248
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",6,"Non-combat outfit overseas, actual fighting job, other",77
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",5,"Non-combat outfit overseas, actual fighting job, soldier",67
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",9,"Outfit in U.S., actual fighting job, soldier",191
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",3,"Combat outfit overseas, other job, soldier",114
S32W.V68,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",4,"Combat outfit overseas, other job, other",135
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",2,Atlantic City: Southern men,51
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",1,Atlantic City: Border State men,44
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",3,Northern: Northern men,1143
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",6,Southern: Northern men,1820
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",0,Atlantic City: Northern men,331
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",4,Northern: Border State men,126
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",5,Northern: Southern men,137
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",7,Southern: Border State men,176
S32W.V69,"Camp and North-South origin of men: E. Origin of men derived from Q.13. Southern states (N.C., S.C., Geo., Fla., Tenn., Ala., Miss., Ark., Va., La., Ok., Tex.); Border states (Mo., Del., Md., D.C., W. Va., Ky.); Northern states (all others). E. Camp groups derived from V.70, codes as follows: Atlantic City (20); Northern camps (53, 96); Southern camps (02, 03, 30, 48, 84, 86, 88).",8,Southern: Southern men,965
S32W.V70,Camp identification:,2,"Rucker, Ala.",610
S32W.V70,Camp identification:,0,No code or no data,9
S32W.V70,Camp identification:,3,"Eglin, Florida",355
S32W.V70,Camp identification:,53,"Atterbury, Ind.",611
S32W.V70,Camp identification:,84,"Ft. Sill, Okla.",421
S32W.V70,Camp identification:,86,"Kelly Field, Texas",384
S32W.V70,Camp identification:,88,"Brooks Field, Texas",302
S32W.V70,Camp identification:,20,"Atlantic City, N.J.",420
S32W.V70,Camp identification:,30,"Pickett, Virginia",654
S32W.V70,Camp identification:,48,"Shelby, Miss.",231
S32W.V70,Camp identification:,96,"Fort Lewis, Wash.",796
