Question,S32NQuestionLabels.Value,Answer,Count,Answer Text
S32N.Q50A,Which of these things do you think Negroes back home in civilian life should try hardest to do now: further comments?,41,4,Undecided: comment implying win war first
S32N.Q50A,Which of these things do you think Negroes back home in civilian life should try hardest to do now: further comments?,43,7,Undecided: comment implying both
S32N.Q50A,Which of these things do you think Negroes back home in civilian life should try hardest to do now: further comments?,42,1,Undecided: comment implying better for Negroes
S32N.Q50A,Which of these things do you think Negroes back home in civilian life should try hardest to do now: further comments?,17,220,Better for the Negro: other comments
S32N.Q50A,Which of these things do you think Negroes back home in civilian life should try hardest to do now: further comments?,44,15,Undecided: comment not classifiable
S32N.Q51,Do you think that after the war you will be treated better or worse by white people than you were before the war?,0,14,No code or no data
S32N.Q51,Do you think that after the war you will be treated better or worse by white people than you were before the war?,4,1169,Undecided
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,0,16,No code or no data
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,11,582,"About the same: an historical answer (nothing changed after the last war, haven't seen any sign of change so far, etc.)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,22,152,"Worse: a resigned defeated answer (whites are never going to treat Negroes fairly, etc.)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,31,1163,Undecided: with or without comments
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,16,1046,About the same: no answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,8,237,Better: other answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,13,204,"About the same: a distrustful cynical answer and militant (whites always make promises when they need us, then take them back after the war)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,32,108,"No answer to Q.50, with or without comments"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,25,124,Worse: no answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,7,22,"Better: an inevitability of change answer (wars always change things, changes are always occurring, Negroes can't be kept down forever, promised by God)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,14,995,"About the same: a resigned accepting answer (whites won't let Negroes rise, we'll never get further than the level whites have set for us, wars won't alter white attitudes, things will always be the same, white people hate Negroes)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,12,58,"About the same: a time perspective answer (only time can change things like this, it will take generations to modify race attitudes, a war won't do it - it'll take education, etc.)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,24,72,Worse: other answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,4,141,"Better: racial contacts answer and war is bringing us closer (there will be more association and better understanding between whites and Negroes through contacts in Army, etc.)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,5,59,"Better: a statement of the specific ways in which it will be better (we'll be allowed to vote, there'll be less discrimination, we will be better educated)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,15,400,About the same: other answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,9,553,Better: no answer
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,6,120,"Better: a war aims answer (that is what we're fighting this war for, we're all fighting for the same thing, etc.)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,21,173,"Worse: an historical answer (things are getting worse now, look at how they're treating Negro soldiers)"
S32N.Q51A,Do you think that after the war you will be treated better or worse by white people than you were before the war: why?,23,134,"Worse: a prediction of reaction after the war (Negroes will lose the gains they've made southerners will act more harshly in order to stamp out any ideas the Negroes may have gotten in the Army, etc.)"
S32N.Q52,Do you think that in the long run white civilians will be better off or worse off after the war than they were before?,4,1490,Undecided
S32N.Q52,Do you think that in the long run white civilians will be better off or worse off after the war than they were before?,0,16,No code or no data
S32N.Q53,Do you think that in the long run Negro civilians will be better off or worse off after the war than they were before?,4,1097,Undecided
S32N.Q53,Do you think that in the long run Negro civilians will be better off or worse off after the war than they were before?,0,16,No code or no data
S32N.Q54,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,0,1,No code or no data
S32N.Q54,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war?,4,1125,Undecided
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,5,107,"More: statement of the specific ways in which it will be better (we'll be allowed to vote, there'll be less discrimination)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,21,89,"Less rights and privileges: an historical answer (things are getting worse now, look at how they're treating Negro soldiers)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,15,308,About the same: other answer
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,13,130,"About the same: distrustful cynical answer (whites always make promises when they need us, then take them back after the war)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,0,17,No code or no data
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,7,44,"More: inevitability of change answer (wars always change things, changes are always occurring, Negroes can't be kept down forever)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,23,68,"Less: prediction of reaction after the war (Negroes will lose the gains they've made, southerners will act more harshly in order to stamp out any ideas the Negroes may have gotten in the Army, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,12,45,"About the same: time perspective answer (only time can change things like this, it will take generations to modify race attitudes, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,8,298,More: other answer
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,6,217,"More: a war aims answer (that's what we're fighting this war for, we're all fighting for the same thing, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,4,87,"More: racial contacts answer (there will be more association and better understanding between whites and Negroes through contacts in Army, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,24,65,Less: other answer
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,31,1116,Undecided: with or without comments
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,11,406,"About the same: an historical answer (nothing changed after the last war, haven't seen any signs of change so far, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,32,107,"No answer to Q.54, with or without comments"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,9,806,More: no answer
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,16,986,About the same: no answer
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,14,752,"About the same: resigned accepting answer (whites won't let Negroes rise, we'll never get further than the level whites have set for us, wars won't alter white attitudes, things will always be the same, white people hate Negroes)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,22,102,"Less: resigned defeated answer (whites are never going to treat Negroes fair, etc.)"
S32N.Q54A,Do you think that after the war Negroes in this country will have more rights and privileges or less rights and privileges than they had before the war: why?,25,156,Less: no answer
S32N.Q55,Do you think that in the long run white soldiers will be better off or worse off after they get out of the Army than they were before they went into the Army?,0,4,No code or no data
S32N.Q55,Do you think that in the long run white soldiers will be better off or worse off after they get out of the Army than they were before they went into the Army?,4,1246,Undecided
S32N.Q56,Do you think that in the long run Negro soldiers will be better off or worse off after they get out of the Army than they were before they went into the Army?,4,1010,Undecided
S32N.Q57,Do you think most Negroes are doing more than their share or less than their share to help win the war?,0,2,No code or no data
S32N.Q57,Do you think most Negroes are doing more than their share or less than their share to help win the war?,4,508,Undecided
S32N.Q59,Do you think most white people are doing more than their share or less than their share to help win the war?,0,5,No code or no data
S32N.Q59,Do you think most white people are doing more than their share or less than their share to help win the war?,4,855,Undecided
S32N.Q6,What kind of a chance is the Army giving you to show what you can do?,5,925,No chance at all
S32N.Q6,What kind of a chance is the Army giving you to show what you can do?,4,1505,Not much of a chance
S32N.Q60,Do you think that Negro soldiers who are being trained as combat troops will get a chance to use their combat training against the enemy?,4,98,None of them will
S32N.Q60,Do you think that Negro soldiers who are being trained as combat troops will get a chance to use their combat training against the enemy?,5,597,Undecided
S32N.Q61,How fair do you think the white newspapers are in reporting news about what Negroes are doing in the war?,4,805,Undecided
S32N.Q62,Do you think a Negro soldier with ability has a good chance for promotion in the Army?,5,183,Undecided
S32N.Q62,Do you think a Negro soldier with ability has a good chance for promotion in the Army?,4,167,No chance at all
S32N.Q63,"Suppose your company lieutenants were all Negro officers, would you rather have them come from the North or from the South?",4,213,Undecided
S32N.Q64,"Suppose your company lieutenants were all white officers, but they could come either from the North or from the South, which would you rather have?",4,200,Undecided
S32N.Q64,"Suppose your company lieutenants were all white officers, but they could come either from the North or from the South, which would you rather have?",0,14,No code or no data
S32N.Q65,"Suppose your company could get its lieutenants from the North only, but they could be either white or Negro, which would you rather have?",0,13,No code or no data
S32N.Q65,"Suppose your company could get its lieutenants from the North only, but they could be either white or Negro, which would you rather have?",4,268,Undecided
S32N.Q66,"Suppose your company could get Southern officers only. If so, would you rather have white or Negro lieutenants?",4,427,Undecided
S32N.Q67,Do you think that a Negro soldier with ability has a good chance to become a commissioned officer in the Army?,4,90,No chance at all
S32N.Q67,Do you think that a Negro soldier with ability has a good chance to become a commissioned officer in the Army?,5,143,Undecided
S32N.Q68,Are the lieutenants in your company white or Negro?,0,15,No code or no data
S32N.Q69,Do you think town police usually treat Negro soldiers fairly or unfairly?,4,615,Undecided
S32N.Q69,Do you think town police usually treat Negro soldiers fairly or unfairly?,0,1,No code or no data
S32N.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,0,2,No code or no data
S32N.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,5,557,Don't know
S32N.Q7,How do you feel about the bus service to and from camp for the soldiers in your outfit?,4,2919,It is very poor
S32N.Q70,Do you think white M.P.'s usually treat Negro soldiers fairly or unfairly?,0,1,No code or no data
S32N.Q70,Do you think white M.P.'s usually treat Negro soldiers fairly or unfairly?,4,617,Undecided
S32N.Q71,Do you think Negro M.P.'s usually treat Negro soldiers fairly or unfairly?,0,15,No code or no data
S32N.Q71,Do you think Negro M.P.'s usually treat Negro soldiers fairly or unfairly?,4,485,Undecided
S32N.Q72,Do you think the length of the war will make any difference in the way Negroes will be treated after the war?,0,16,No code or no data
S32N.Q72,Do you think the length of the war will make any difference in the way Negroes will be treated after the war?,4,1474,Undecided
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,24,985,Poor idea: no comments
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,34,564,Undecided: no comment
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,31,115,Undecided: existence of prejudice
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,13,319,"Good idea: comment cannot clearly be classified as either existence of prejudice or as principle (we just don't mix, we never would get along, each one would know his own place)"
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,12,71,"Good idea: because of principle (the race ought to be kept separate, Negroes and whites should associate with own race only, the idea is all right, but the Negro accommodations should be equal to the whites, etc.)"
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,23,244,Poor idea: other comments
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,11,1268,"Good idea: the existence of prejudice (whites don't want to be with colored, there might be trouble and misunderstanding, it's necessary in the locality where I'm stationed etc.)"
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,33,78,Undecided: not clearly existence of prejudice or principle
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,22,359,"Poor idea: belief or hope that closer association would bring better understanding between the races (we'll never improve conditions until we intermingle and learn to understand each other, a friendlier feeling would be promoted, the whites would see what we can do and would respect us more)"
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,32,13,Undecided: principle
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,21,2241,"Poor idea: and statements of equality, democracy, justice, etc. as principles (that's what we're fighting for - democracy, why not - we're all fighting for the same thing, we're all American soldiers)"
S32N.Q74A,Do you think it is a good idea or a poor idea for white and Negro soldiers to have separate PX's in Army camps: write any comments here?,14,1090,Good idea: no comment
S32N.Q75,Does your camp have separate service clubs for white and Negro soldiers?,4,88,No Service Club (volunteered)
S32N.Q75,Does your camp have separate service clubs for white and Negro soldiers?,0,2,No code or no data
S32N.Q76,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps?,0,4,No code or no data
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,11,1280,"Good idea: the existence of prejudice (whites don't want to be with colored, there might be trouble and misunderstanding, it's necessary in the locality where I'm stationed etc.)"
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,22,375,"Poor idea: belief or hope that closer association would bring better understanding between the races (we'll never improve conditions until we intermingle and learn to understand each other, a friendlier feeling would be promoted, the whites would see what we can do and would respect us more)"
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,14,1531,Good idea: no comment
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,21,1454,"Poor idea: and statements of equality, democracy, justice, etc. as principles (that's what we're fighting for - democracy, why not - we're all fighting for the same thing, we're all American soldiers)"
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,34,759,Undecided: no comment
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,24,1087,Poor idea: no comments
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,33,72,Undecided: not clearly existence of prejudice or principle
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,32,16,Undecided: principle
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,12,98,"Good idea: because of principle (the races ought to be kept separate, Negroes and whites should associate with own race only, the idea is all right, but the Negro accommodations should be equal to the whites, etc.)"
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,23,205,Poor idea: other comments
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,31,111,Undecided: existence of prejudice
S32N.Q76A,Do you think it is a good idea or a poor idea for Negro and white soldiers to have separate service clubs in Army camps: write any comments here?,13,331,"Good idea: comment cannot clearly be classified as either existence or prejudice or as principle (we just don't mix, we never would get along, each one would know his own place)"
S32N.Q77,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,0,9,No code or no data
S32N.Q77,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits?,4,616,Undecided
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,44,507,Undecided: no comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,23,248,Same outfits: other comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,36,799,Doesn't make any difference: no comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,0,28,No code or no data
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,41,44,Undecided: existence of prejudice
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,24,932,Same outfits: no comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,21,1153,"Same outfits: statements of equality, democracy, justice, etc. as principles (that's what we're fighting for - democracy, why not - we're all fighting for the same things, we're all American soldiers)"
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,51,53,Comment implies non-segregation but codes 31 and 32 do not apply
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,43,43,Undecided: unclassifiable comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,34,1,Doesn't make any difference: comment implies acceptance of segregation on principle
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,42,8,Undecided: principle
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,31,307,"Doesn't make any difference: comment implies non-segregation because of belief in democracy, etc."
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,14,1228,Separate outfits: no comment
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,13,386,"Separate outfits: comment cannot clearly be classified as either existence of prejudice or as principle (we just don't mix, we never would get along, each one would know his own place)"
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,35,81,Doesn't make any difference: comment unclassified
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,22,474,"Same outfits: belief or hope that closer association would bring better understanding between the races (we'll never improve conditions until we intermingle and learn to understand each other, a friendlier feeling would be promoted, the whites would see what we can do and would respect us more)"
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,11,903,"Separate outfits: the existence of prejudice (whites don't want to be with colored, there might be trouble and misunderstanding, it's necessary in the locality where I'm stationed etc.)"
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,32,26,Doesn't make any difference: comment implies non-segregation because of hope that association will bring understanding
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,33,46,Doesn't make any difference: comment implies acceptance of segregation because of the existence of prejudice
S32N.Q77A,Do you think white and Negro soldiers should be in separate outfits or should they be together in the same outfits: write any comments here?,12,76,"Separate outfits: because of principle (the races ought to be kept separate, Negroes and whites should associate with own race only, the idea is all right, but the Negro accommodations should be equal to the whites, etc.)"
S32N.Q8,Do you think you might want to stay in the Army after the war?,4,2384,"No, I would not want to at all"
S32N.Q8,Do you think you might want to stay in the Army after the war?,5,1032,Undecided
S32N.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,4,1254,"No, I would not want to at all"
S32N.Q9,After the war do you think you would like to come back to your old outfit for two weeks of Army training every year?,5,630,Undecided
S32N.V78,"Personal adjustment score? E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",4,1263,Score of 4
S32N.V78,"Personal adjustment score? E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",6,455,Score of 6
S32N.V78,"Personal adjustment score? E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",5,921,Score of 5
S32N.V78,"Personal adjustment score? E. Derived from Q.20, Q.23, Q.24, Q.26, Q.27, Q.28.",0,625,Score of 0
S32N.V79,"Score: gripe items? E. Derived from Q.6, Q.15, Q.22, Q.25, Q.62.",4,928,
S32N.V79,"Score: gripe items? E. Derived from Q.6, Q.15, Q.22, Q.25, Q.62.",0,1278,
S32N.V79,"Score: gripe items? E. Derived from Q.6, Q.15, Q.22, Q.25, Q.62.",9,1,
S32N.V79,"Score: gripe items? E. Derived from Q.6, Q.15, Q.22, Q.25, Q.62.",5,422,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",9,140,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",6,302,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",0,13,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",5,2101,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",8,347,
S32N.V80,"Optimism-pessimism score: E. Derived from Q.40, Q.44, Q.51, Q.53, Q.54, Q.56.",4,2135,
S32N.V81,"Equality of treatment: intra-Army? E. Derived from Q.62, Q.67, Q.70.",9,13,No code or no data
S32N.V81,"Equality of treatment: intra-Army? E. Derived from Q.62, Q.67, Q.70.",0,1711,
S32N.V82,"Equality of treatment: extra-Army? E. Derived from Q.58, Q.61, Q.69.",9,16,
S32N.V82,"Equality of treatment: extra-Army? E. Derived from Q.58, Q.61, Q.69.",0,1213,
S32N.V83,"Officer preference types? E. Derived from Q.63, Q.64, Q.65, Q.66.",8,1412,
S32N.V83,"Officer preference types? E. Derived from Q.63, Q.64, Q.65, Q.66.",7,309,
S32N.V83,"Officer preference types? E. Derived from Q.63, Q.64, Q.65, Q.66.",4,787,
S32N.V83,"Officer preference types? E. Derived from Q.63, Q.64, Q.65, Q.66.",6,400,
S32N.V83,"Officer preference types? E. Derived from Q.63, Q.64, Q.65, Q.66.",5,1153,
S32N.V84,"Types of segregation: E. Derived from Q.74, Q.76, Q.77.",8,248,
S32N.V84,"Types of segregation: E. Derived from Q.74, Q.76, Q.77.",5,1395,
S32N.V84,"Types of segregation: E. Derived from Q.74, Q.76, Q.77.",7,680,
S32N.V84,"Types of segregation: E. Derived from Q.74, Q.76, Q.77.",4,1878,
S32N.V84,"Types of segregation: E. Derived from Q.74, Q.76, Q.77.",6,294,
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",4,136,"Combat outfit overseas, other job, other"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",9,299,"Outfit in U.S., actual fighting job, soldier"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",8,422,"Noncombat outfit overseas, other job, other"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",10,635,"Outfit in U.S., actual fighting job, other"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",5,57,"Noncombat outfit overseas, actual fighting job, soldier"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",6,82,"Noncombat outfit overseas, actual fighting job, other"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",7,205,"Noncombat outfit overseas, other job, soldier"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",11,608,"Outfit in U.S., other job, soldier"
S32N.V85,"Combat types, personal preference: E. Derived from Q.30, Q.31, Q.32.",12,3668,"Outfit in U.S., other job, other"
S32N.V86,Camp and North-South origin of men:,6,758,Huachuca: Southern
S32N.V86,Camp and North-South origin of men:,12,2431,Southern: Southern men
S32N.V86,Camp and North-South origin of men:,9,719,Northern: Southern
S32N.V86,Camp and North-South origin of men:,5,150,Huachuca: Border State
S32N.V86,Camp and North-South origin of men:,11,290,Southern: Border State men
S32N.V86,Camp and North-South origin of men:,7,524,Northern: Northern men
S32N.V86,Camp and North-South origin of men:,0,10,No code or no data
S32N.V86,Camp and North-South origin of men:,10,1380,Southern: Northern men
S32N.V86,Camp and North-South origin of men:,8,157,Northern: Border State men
S32N.V86,Camp and North-South origin of men:,4,682,Huachuca: Northern
S32N.V87,Camp identification:,30,340,"Pickett, Virginia"
S32N.V87,Camp identification:,35,143,"Pickett, Virginia"
S32N.V87,Camp identification:,56,240,"Atterbury, Ind."
S32N.V87,Camp identification:,53,389,"Atterbury, Ind."
S32N.V87,Camp identification:,14,240,"Devens, Mass."
S32N.V87,Camp identification:,61,200,"Custer, Michigan"
S32N.V87,Camp identification:,99,4,No code or no data
S32N.V87,Camp identification:,84,346,"Ft. Sill, Okla."
S32N.V87,Camp identification:,86,212,"Kelly Field, Texas"
S32N.V87,Camp identification:,48,316,"Shelby, Miss."
S32N.V87,Camp identification:,80,221,"Randolph Field, Texas"
S32N.V87,Camp identification:,83,758,"Huachuca, Arizona"
S32N.V87,Camp identification:,88,155,"Brooks Field, Texas"
S32N.V87,Camp identification:,82,833,"Huachuca, Arizona"
S32N.V87,Camp identification:,96,202,"Fort Lewis, Wash."
S32N.V87,Camp identification:,87,190,"Duncan, Texas"
S32N.V87,Camp identification:,95,122,"Fort Lewis, Wash."
S32N.V87,Camp identification:,85,338,"Hood, Texas"
S32N.V87,Camp identification:,0,681,"McClellan, Ala."
S32N.V87,Camp identification:,45,603,"Claiborne, La."
S32N.V88,Army General Classification Test group and type of administration of questionnaire:,4,984,AGCT unknown: classroom administration
S32N.V88,Army General Classification Test group and type of administration of questionnaire:,5,129,AGCT unknown: personal interview
S32N.V88,Army General Classification Test group and type of administration of questionnaire:,0,14,No code or no data
S32N.Q1,How old were you on your last birthday?,0,89,No answer
S32N.Q10,"If you could go to any Army camp you wanted to, would you rather stay here or would you rather go to some other camp?",0,124,No answer
S32N.Q12,"In general, where would you like best to be stationed?",5,144,No answer
S32N.Q14,Where were you living before you entered the Army?,0,76,No answer
S32N.Q15,Think for a minute about the different sergeants and corporals you have served with. How fair do most of them seem to be with their men?,0,94,No answer
S32N.Q16,What is your own rank or grade?,0,58,No answer
S32N.Q17,"If you are a private, do you want to be a noncom?",5,117,No answer
S32N.Q18,Do you want to be a commissioned officer?,0,156,No answer
S32N.Q19,When did you come into the Army?,0,187,No answer
S32N.Q2,How far did you go in school?,11,49,No answer
S32N.Q20,How interested are you in your Army job?,4,112,No answer
S32N.Q21,"What is your main Army job or duty? (What is your job called? For example, rifleman, orderly, stock clerk, electrician, or what?)",8,963,No answer
S32N.Q22,"Do the men in your company or battery cooperate, and work well together?",6,51,No answer
S32N.Q23,"In general, what sort of a time do you have in the Army?",4,80,No answer
S32N.Q24,Do you usually feel that what you are doing in the Army is worthwhile or not?,4,97,No answer
S32N.Q25,Do you feel proud of your company or battery?,0,66,No answer
S32N.Q26,Are you ever worried and upset?,0,73,No answer
S32N.Q27,Do you think you can make good in the Army?,4,76,No answer
S32N.Q28,"How would you say you felt most of the time, satisfied and in good spirits or dissatisfied and in low spirits?",0,97,No answer
S32N.Q29,How much longer do you think this war will last?,12,548,No answer
S32N.Q3,How did you come into the Army?,4,120,No answer
S32N.Q30,"If it were up to you, what kind of outfit would you rather be in?",4,188,No answer
S32N.Q31,"If your outfit went overseas, would you rather have an actual fighting job or have some other job?",0,113,No answer
S32N.Q32,"If it were up to you to choose, do you think you could do more for your country as a soldier or as a worker in a war job?",4,75,No answer
S32N.Q33,Do you think there will be another war in the next 25 years or so?,4,64,No answer
